Date,Name,Tweets,Open_BABA,High_BABA,Low_BABA,Close_BABA,Volume_BABA
2020-07-07,,,241.00999450683602,241.3000030517578,236.1300048828125,236.50999450683602,16491600
2020-07-06,,,233.30999755859366,240.47999572753903,232.82000732421875,240.0,33702900
2020-07-02,,,221.8500061035156,225.0249938964844,220.05999755859366,223.6000061035156,18128700
2020-07-01,,,215.80999755859366,216.5500030517578,214.7400054931641,215.9499969482422,11788100
2020-06-30,,,215.7400054931641,216.42999267578125,212.88999938964844,215.6999969482422,12933800
2020-06-29,,,215.02999877929688,216.5,211.82000732421875,215.0200042724609,12333000
2020-06-26,,,222.2100067138672,222.25999450683602,213.5,215.7100067138672,19340600
2020-06-25,,,224.58999633789062,224.69000244140625,220.8699951171875,222.16000366210938,14953100
2020-06-24,,,228.3000030517578,231.02999877929688,224.2519989013672,226.22000122070312,12159500
2020-06-23,,,225.1199951171875,230.2250061035156,224.52999877929688,228.75,18263400
2020-06-22,,,220.9199981689453,222.0800018310547,219.44500732421875,221.41000366210938,13303600
2020-06-19,,,226.3800048828125,226.5,220.08999633789062,220.63999938964844,19545200
2020-06-18,,,223.7400054931641,226.02999877929688,222.9199981689453,223.5399932861328,10358800
2020-06-17,,,224.3999938964844,225.0,222.5,224.25,12475400
2020-06-16,,,221.0,224.83999633789062,220.1000061035156,222.6199951171875,17212400
2020-06-15,,,214.1100006103516,217.72000122070312,212.75,217.02999877929688,17419900
2020-06-12,,,218.5,219.5,213.8800048828125,217.63999938964844,12707600
2020-06-11,,,218.0,219.9499969482422,213.55999755859366,215.2400054931641,15560300
2020-06-10,,,222.0,225.0,220.6000061035156,223.67999267578125,13372400
2020-06-09,,,216.30999755859366,220.72000122070312,216.1999969482422,220.72000122070312,14140100
2020-06-08,,,219.6000061035156,220.3999938964844,215.3300018310547,219.0,12731200
2020-06-05,,,220.0,220.58999633789062,218.6999969482422,219.5500030517578,11983200
2020-06-04,,,217.27999877929688,220.0,216.32000732421875,218.0399932861328,14962400
2020-06-03,,,215.6000061035156,218.97000122070312,213.75,218.6100006103516,19999500
2020-06-02,,,207.2100067138672,214.57000732421875,207.1699981689453,214.3300018310547,22485800
2020-06-01,,,205.8999938964844,207.1999969482422,203.94000244140625,206.57000732421875,16169700
2020-05-29,,,200.0,207.8800048828125,196.6999969482422,207.38999938964844,43211500
2020-05-28,,,199.0,202.3699951171875,197.6199951171875,199.4900054931641,18763200
2020-05-27,,,202.9900054931641,202.9900054931641,196.75,201.17999267578125,23605400
2020-05-26,,,205.94000244140625,206.8000030517578,201.0,201.72000122070312,28683200
2020-05-22,,,203.22999572753903,204.8800048828125,198.9900054931641,199.6999969482422,51979300
2020-05-21,,,211.2899932861328,214.5800018310547,209.52999877929688,212.16000366210938,29850700
2020-05-20,,,220.0,221.1569976806641,210.5800018310547,216.7899932861328,38324100
2020-05-19,,,216.72999572753903,220.58999633789062,215.19000244140625,217.1999969482422,21438100
2020-05-18,,,212.5,215.47000122070312,210.3699951171875,215.27999877929688,23646800
2020-05-15,,,200.6999969482422,204.4900054931641,200.1000061035156,203.67999267578125,17209500
2020-05-14,,,195.5,201.7700042724609,194.02999877929688,201.3000030517578,20025900
2020-05-13,,,203.6199951171875,204.67999267578125,197.97999572753903,199.4600067138672,22429700
2020-05-12,,,206.9499969482422,208.0500030517578,200.0200042724609,200.30999755859366,17826800
2020-05-11,,,202.77999877929688,206.63999938964844,202.3800048828125,205.3999938964844,17883700
2020-05-08,,,199.8000030517578,203.0200042724609,198.67999267578125,201.19000244140625,23830100
2020-05-07,,,198.0,198.08999633789062,194.77999877929688,196.4900054931641,16164600
2020-05-06,,,197.6699981689453,198.91000366210938,194.92999267578125,195.1699981689453,18598900
2020-05-05,,,196.3800048828125,198.2700042724609,194.1999969482422,195.0200042724609,22957200
2020-05-04,,,194.75999450683602,195.0,189.52999877929688,191.1499938964844,25709400
2020-05-01,,,195.75,197.3800048828125,192.8600006103516,194.47999572753903,22276200
2020-04-30,,,206.25,206.6999969482422,199.2899932861328,202.6699981689453,20094400
2020-04-29,,,202.92999267578125,207.0800018310547,202.50999450683602,206.6999969482422,19117800
2020-04-28,,,204.80999755859366,205.19000244140625,199.4069976806641,201.1499938964844,17203800
2020-04-27,,,207.5500030517578,207.77999877929688,202.02999877929688,203.69000244140625,17286800
2020-04-24,,,205.88999938964844,206.5,202.82000732421875,204.3600006103516,14682400
2020-04-23,,,210.2400054931641,210.55999755859366,203.4600067138672,205.2400054931641,20424000
2020-04-22,,,212.0,212.0,209.2100067138672,209.9600067138672,13471100
2020-04-21,Jack Ma,"Following donations to 150+ countries &amp; regions, we will provide 100M masks, 1M N95 masks, and 1M test kits to @WHO… https://t.co/JAwkZ2r5Ps",209.8999938964844,212.1300048828125,205.02999877929688,207.33999633789062,14107600
2020-04-20,Jack Ma,"Our 3rd donation to Africa will immediately be made to @_africanunion and @AfricaCDC. This includes 4.6m masks, 500… https://t.co/OSZhe7yaul",209.8699951171875,216.1000061035156,209.3600006103516,212.1300048828125,19295400
2020-04-17,,,214.97999572753903,214.97999572753903,208.8509979248047,209.5,13558500
2020-04-16,,,210.52999877929688,213.25,209.1199951171875,212.66000366210938,16353800
2020-04-15,,,204.7700042724609,209.1499938964844,201.30999755859366,208.1699981689453,10768100
2020-04-14,,,204.9499969482422,207.97000122070312,204.25,204.77999877929688,16757100
2020-04-13,,,197.3999938964844,200.3249969482422,195.52999877929688,199.44000244140625,16117900
2020-04-09,,,198.6499938964844,200.3500061035156,193.3999938964844,196.3699951171875,17821300
2020-04-08,,,198.33999633789062,198.8600006103516,193.88400268554688,195.97999572753903,13608000
2020-04-07,,,200.0500030517578,201.4499969482422,197.0500030517578,198.0,14934500
2020-04-06,Jack Ma,"Our second donation to 54 countries in Africa is on the way. That includes 500 ventilators, 200K suits &amp; face shiel… https://t.co/QDxv9gkLbr",194.7400054931641,196.8800048828125,192.6999969482422,196.4499969482422,13248700
2020-04-03,Jack Ma,Calling all African medical experts! Chinese frontline doctors are online &amp; ready to share hard-earned lessons. Tim… https://t.co/cek4LYgbqd,190.1199951171875,190.5500030517578,185.41000366210938,187.1100006103516,9483100
2020-04-02,,,186.0800018310547,191.3000030517578,185.69200134277344,188.8999938964844,13412100
2020-04-01,,,189.5,192.8699951171875,185.0399932861328,187.55999755859366,17948600
2020-03-31,,,192.0,196.7899932861328,190.6000061035156,194.47999572753903,19084800
2020-03-30,Jack Ma,"Jack Ma Foundation and Alibaba Foundation will donate additional urgent equipment including 800 ventilators, 300,00… https://t.co/pd2Rxc3dT1",187.47999572753903,191.47999572753903,187.00999450683602,191.2700042724609,12254400
2020-03-27,,,189.97000122070312,192.7400054931641,188.0,188.58999633789062,13376400
2020-03-26,Jack Ma,"Knowledge is power! We launched an online platform for doctors and nurses around the world to exchange ideas, lesso… https://t.co/EZwtT5A35P",188.63999938964844,196.32000732421875,187.6000061035156,195.32000732421875,15416800
2020-03-25,,,185.82000732421875,195.19000244140625,184.51499938964844,188.55999755859366,19605200
2020-03-24,,,183.08999633789062,188.8000030517578,181.17999267578125,185.75,20801500
2020-03-23,Jack Ma,Thank you Prime Minister @AbiyAhmedAli for helping us distribute supplies throughout Africa. It’s a tough job durin… https://t.co/8KXudZgdb4,175.27000427246094,178.5,169.9499969482422,176.33999633789062,22554700
2020-03-20,,,187.7400054931641,188.3000030517578,180.0,181.3000030517578,21006100
2020-03-19,,,179.25999450683594,187.25,177.38999938964844,180.8800048828125,20905700
2020-03-18,Jack Ma,"I need your help to share this handbook quickly to hospitals, doctors, nurses and anyone who needs to know around t… https://t.co/5X1K5Kj01L",176.0,182.41000366210938,170.0,180.0,22054200
2020-03-18,Jack Ma,"Friends,

Hospitals in outbreak countries will face huge challenges coping with the surge of patients. The clinical… https://t.co/CQunOn0ot3",176.0,182.41000366210938,170.0,180.0,22054200
2020-03-17,Jack Ma,RT @foundation_ma: From Hangzhou via Liege to Rome - medical supplies have reached their final destination and been handed over to the Ital…,181.25999450683602,189.38999938964844,179.69000244140625,184.80999755859366,19276500
2020-03-16,Jack Ma,"RT @foundation_ma: Through a donation of 500,000 testing kits and 1 million masks, we join hands with Americans in these difficult times. h…",176.14999389648438,188.0,174.5,178.85000610351562,26628500
2020-03-16,Jack Ma,"Africa can be one step ahead of the coronavirus. To each of the 54 African countries, we will donate 20,000 test ki… https://t.co/trCuVE6vMK",176.14999389648438,188.0,174.5,178.85000610351562,26628500
2020-03-16,Jack Ma,The first shipment of masks and coronavirus test kits to the US is taking off from Shanghai. All the best to our fr… https://t.co/vYJzW56N0t,176.14999389648438,188.0,174.5,178.85000610351562,26628500
