Date,Name,Tweets,Open_SPCE,High_SPCE,Low_SPCE,Close_SPCE,Volume_SPCE,Open_VAH,High_VAH,Low_VAH,Close_VAH,Volume_VAH,Open_VA,High_VA,Low_VA,Close_VA,Volume_VA
2020-09-25,,,15.97,16.47,15.87,16.43,5430000.0,,,,,,,,,,
2020-09-24,,,15.52,16.34,14.93,15.92,11890000.0,,,,,,,,,,
2020-09-23,,,16.44,16.69,15.54,15.73,9900000.0,,,,,,,,,,
2020-09-22,,,16.44,16.6,16.13,16.47,6970000.0,,,,,,,,,,
2020-09-21,,,16.76,16.99,15.9,16.48,10690000.0,,,,,,,,,,
2020-09-18,,,17.22,17.38,16.82,17.21,8279999.0,,,,,,,,,,
2020-09-17,,,16.91,17.31,16.73,17.18,7320000.0,,,,,,,,,,
2020-09-16,,,17.51,17.75,17.28,17.41,6740000.0,,,,,,,,,,
2020-09-15,Richard Branson,@nicolinaElrick Couldn’t agree more,17.48,18.08,17.17,17.7,8850000.0,,,,,,,,,,
2020-09-15,Richard Branson,"@JowettAnita That’s lovely to hear, thanks for sharing Anita and good luck Marcus",17.48,18.08,17.17,17.7,8850000.0,,,,,,,,,,
2020-09-14,Richard Branson,Very inspired by Archbishop Tutu &amp; his wife Leah – 65 years together and going strong: https://t.co/ekPUbMW1aB https://t.co/uNRWWVwLrp,16.75,17.46,16.63,17.39,7630000.0,,,,,,,,,,
2020-09-11,,,17.45,17.6,16.33,16.56,12760000.0,,,,,,,,,,
2020-09-10,,,17.85,18.45,17.29,17.45,12750000.0,,,,,,,,,,
2020-09-09,,,18.08,18.7,17.13,17.71,20200000.0,,,,,,,,,,
2020-09-08,,,16.41,18.25,16.01,17.4,20270000.0,,,,,,,,,,
2020-09-04,,,16.57,16.89,14.86,15.92,15030000.0,,,,,,,,,,
2020-09-03,,,16.55,17.19,16.22,16.53,12320000.0,,,,,,,,,,
2020-09-02,,,17.5,17.5,16.36,17.1,13410000.0,,,,,,,,,,
2020-09-01,,,17.89,17.92,17.33,17.41,9020000.0,,,,,,,,,,
2020-08-31,,,18.13,18.26,17.43,17.9,12670000.0,,,,,,,,,,
2020-08-28,,,17.35,17.56,17.11,17.46,5010000.0,,,,,,,,,,
2020-08-27,,,17.58,17.65,16.85,17.28,8870000.0,,,,,,,,,,
2020-08-26,,,17.48,18.5,17.23,17.34,13280000.0,,,,,,,,,,
2020-08-25,,,17.79,17.84,17.13,17.49,6520000.0,,,,,,,,,,
2020-08-24,,,17.02,17.69,16.74,17.63,9520000.0,,,,,,,,,,
2020-08-21,,,17.25,17.6,16.77,16.87,8950000.0,,,,,,,,,,
2020-08-20,,,17.49,17.61,16.88,17.31,11040000.0,,,,,,,,,,
2020-08-19,,,17.74,18.18,17.5,17.53,7400000.0,,,,,,,,,,
2020-08-18,,,18.06,18.37,17.49,17.73,9920000.0,,,,,,,,,,
2020-08-17,,,18.68,18.73,17.24,18.17,15440000.0,,,,,,,,,,
2020-08-14,,,18.87,19.09,18.28,18.55,7920000.0,,,,,,,,,,
2020-08-13,,,18.1,19.48,18.04,18.77,15600000.0,,,,,,,,,,
2020-08-12,,,18.34,18.44,17.81,18.16,8530000.0,,,,,,,,,,
2020-08-11,,,19.57,19.62,18.15,18.28,10640000.0,,,,,,,,,,
2020-08-10,,,18.45,19.51,18.44,19.23,12460000.0,,,,,,,,,,
2020-08-07,,,19.07,19.3,18.13,18.25,19630000.0,,,,,,,,,,
2020-08-06,,,19.77,19.98,19.06,19.34,22160000.0,,,,,,,,,,
2020-08-05,,,20.1,20.65,19.32,20.15,17070000.0,,,,,,,,,,
2020-08-04,,,21.73,22.17,20.69,20.72,23460000.0,,,,,,,,,,
2020-08-03,,,23.65,24.3,22.66,24.02,18500000.0,,,,,,,,,,
2020-07-31,,,23.17,23.4,22.08,22.45,7180000.0,,,,,,,,,,
2020-07-30,,,22.23,23.4,21.92,22.88,9230000.0,,,,,,,,,,
2020-07-29,,,23.69,24.28,22.63,22.97,14250000.0,,,,,,,,,,
2020-07-28,,,25.26,25.75,23.65,23.86,23160000.0,,,,,,,,,,
2020-07-27,,,25.02,25.68,23.77,24.92,16990000.0,,,,,,,,,,
2020-07-24,,,24.0,24.85,23.1,24.31,20510000.0,,,,,,,,,,
2020-07-23,,,26.03,27.53,23.86,25.15,39290000.0,,,,,,,,,,
2020-07-22,,,24.5,26.53,24.5,25.54,26800000.0,,,,,,,,,,
2020-07-21,,,23.17,26.31,22.97,24.93,40170000.0,,,,,,,,,,
2020-07-20,,,23.76,23.87,22.0,22.98,20480000.0,,,,,,,,,,
2020-07-17,Richard Branson,Celebrating Madiba ahead of #MandelaDay https://t.co/Su3sAbNreb,22.79,24.78,22.26,24.05,54770000.0,,,,,,,,,,
2020-07-16,,,19.45,22.17,19.08,21.07,52790000.0,,,,,,,,,,
2020-07-15,,,19.08,19.09,18.06,18.55,11650000.0,,,,,,,,,,
2020-07-14,,,18.11,18.6,17.05,18.43,15800000.0,,,,,,,,,,
2020-07-13,,,19.65,20.98,17.74,18.1,36020000.0,,,,,,,,,,
2020-07-10,,,19.32,19.98,18.27,19.25,27770000.0,,,,,,,,,,
2020-07-09,,,17.1,19.49,17.08,19.46,50660000.0,,,,,,,,,,
2020-07-08,,,16.61,16.81,16.2,16.79,8720000.0,,,,,,,,,,
2020-07-07,,,16.63,16.84,16.15,16.55,8199999.0,,,,,,,,,,
2020-07-06,,,16.63,17.09,16.05,16.95,13900000.0,,,,,,,,,,
2020-07-02,,,16.78,17.34,16.17,16.25,11770000.0,,,,,,,,,,
2020-07-01,,,16.67,16.88,15.87,16.7,14960000.0,,,,,,,,,,
2020-06-30,,,15.21,16.4,14.95,16.34,13200000.0,,,,,,,,,,
2020-06-29,,,15.43,15.59,14.65,15.42,12930000.0,,,,,,,,,,
2020-06-26,,,16.1,16.1,15.08,15.55,20170000.0,,,,,,,,,,
2020-06-25,,,15.7,15.83,15.02,15.25,13600000.0,,,,,,,,,,
2020-06-24,,,16.19,16.6,15.3,15.5,13210000.0,,,,,,,,,,
2020-06-23,,,17.39,17.57,16.4,16.45,19660000.0,,,,,,,,,,
2020-06-22,,,17.66,17.69,16.15,17.39,52760000.0,,,,,,,,,,
2020-06-19,,,15.3,15.67,14.94,15.0,14730000.0,,,,,,,,,,
2020-06-18,,,14.92,15.45,14.77,15.2,7090000.0,,,,,,,,,,
2020-06-17,,,15.3,15.71,14.92,14.98,6850000.0,,,,,,,,,,
2020-06-16,,,16.0,16.07,15.11,15.35,8620000.0,,,,,,,,,,
2020-06-15,,,14.44,15.53,14.21,15.32,10350000.0,,,,,,,,,,
2020-06-12,,,15.13,15.24,14.31,14.99,11460000.0,,,,,,,,,,
2020-06-11,,,15.24,15.66,14.3,14.46,17370000.0,,,,,,,,,,
2020-06-10,,,16.67,16.79,15.86,16.16,9840000.0,,,,,,,,,,
2020-06-09,,,17.27,17.27,16.3,16.64,11090000.0,,,,,,,,,,
2020-06-08,,,16.09,17.36,16.02,17.29,21350000.0,,,,,,,,,,
2020-06-05,,,16.21,16.27,15.66,15.77,13190000.0,,,,,,,,,,
2020-06-04,,,16.21,16.44,15.76,15.86,13410000.0,,,,,,,,,,
2020-06-03,,,15.34,16.78,15.3,16.39,29900000.0,,,,,,,,,,
2020-06-02,,,16.75,16.77,15.76,15.82,24360000.0,,,,,,,,,,
2020-06-01,,,18.4,18.68,17.27,17.52,22560000.0,,,,,,,,,,
2020-05-29,,,16.41,17.19,16.3,17.04,10660000.0,,,,,,,,,,
2020-05-28,,,17.0,17.25,16.3,16.47,9710000.0,,,,,,,,,,
2020-05-27,,,16.97,17.73,16.05,17.52,20930000.0,,,,,,,,,,
2020-05-26,,,16.11,16.84,15.44,16.33,16160000.0,,,,,,,,,,
2020-05-22,,,14.96,15.92,14.62,15.74,13410000.0,,,,,,,,,,
2020-05-21,,,15.05,15.28,14.6,14.71,9350000.0,,,,,,,,,,
2020-05-20,,,15.29,15.58,14.84,14.86,20260000.0,,,,,,,,,,
2020-05-19,,,16.01,16.43,15.62,15.87,6290000.0,,,,,,,,,,
2020-05-18,,,16.7,16.79,15.92,16.0,8670000.0,,,,,,,,,,
2020-05-15,,,15.6,16.46,15.48,15.62,7990000.0,,,,,,,,,,
2020-05-14,,,16.18,16.31,15.07,15.88,9350000.0,,,,,,,,,,
2020-05-13,,,17.52,17.65,16.16,16.54,8940000.0,,,,,,,,,,
2020-05-12,,,19.44,19.89,17.55,17.6,12740000.0,,,,,,,,,,
2020-05-11,,,18.91,19.99,18.5,19.4,13090000.0,,,,,,,,,,
2020-05-08,,,20.42,21.53,18.8,20.18,23700000.0,,,,,,,,,,
2020-05-07,,,18.97,21.0,18.57,19.84,24930000.0,,,,,,,,,,
2020-05-06,,,17.75,18.95,16.7,18.5,23780000.0,,,,,,,,,,
2020-05-05,,,16.98,17.37,16.37,16.62,7680000.0,,,,,,,,,,
2020-05-04,,,16.96,17.48,15.9,16.68,6630000.0,,,,,,,,,,
2020-05-01,,,17.01,18.1,15.55,17.92,15420000.0,,,,,,,,,,
2020-04-30,,,18.0,18.17,17.22,17.62,6600000.0,,,,,,,,,,
2020-04-29,,,17.89,18.86,17.8,18.23,9390000.0,,,,,,,,,,
2020-04-28,,,18.41,18.83,17.33,17.56,10190000.0,,,,,,,,,,
2020-04-27,,,17.26,18.46,16.57,17.89,14110000.0,,,,,,,,,,
2020-04-24,,,16.67,17.23,16.0,17.02,7960000.0,,,,,,,,,,
2020-04-23,,,17.33,17.67,16.38,16.66,7810000.0,,,,,,,,,,
2020-04-22,,,17.71,17.79,16.81,17.27,8670000.0,,,,,,,,,,
2020-04-21,,,18.09,18.9,16.56,16.87,11510000.0,,,,,,,,,,
2020-04-20,Richard Branson,An open letter to our Virgin family. For 50 years I have been humbled by the incredible pride our people take in wo… https://t.co/a9PcSOYQcP,18.27,19.85,17.91,19.0,11630000.0,,,,,,,,,,
2020-04-20,Richard Branson,An open letter to Virgin employees https://t.co/Nv1RLBhp3j https://t.co/Qj16CUT5N0,18.27,19.85,17.91,19.0,11630000.0,,,,,,,,,,
2020-04-20,Richard Branson,Dear @VirginAustralia team. I am so proud of you and everything we have achieved together. This is not the end of V… https://t.co/G3VTuue95b,18.27,19.85,17.91,19.0,11630000.0,,,,,,,,,,
2020-04-17,Richard Branson,Virgin Money Giving is 100 per cent not-for-profit – it does not make any profit on any donations and never will. H… https://t.co/y2eFVNyvof,19.21,19.6,18.5,18.9,9030000.0,,,,,,,,,,
2020-04-17,Richard Branson,Virgin Money Giving is 100 per cent not-for-profit. It has raised tens of millions of additional funds for charitie… https://t.co/PTWkEVsPMF,19.21,19.6,18.5,18.9,9030000.0,,,,,,,,,,
2020-04-17,Richard Branson,"RT @VMGiving: It’s fair to say we’ve come under fire this week. Equally, we’ve seen plenty of love too. Whilst you can’t run a fundraising…",19.21,19.6,18.5,18.9,9030000.0,,,,,,,,,,
2020-04-16,,,20.36,20.8,17.71,18.3,20940000.0,,,,,,,,,,
2020-04-15,Richard Branson,RT @Virgin_Orbit: Sunday's cryogenic (LN2) captive carry flight represented the most realistic rehearsal of our launch system and procedure…,18.11,21.07,17.62,19.98,31680000.0,,,,,,,,,,
2020-04-14,,,16.03,20.29,15.96,19.03,38260000.0,,,,,,,,,,
2020-04-13,,,15.59,15.78,14.81,15.46,6590000.0,,,,,,,,,,
2020-04-09,Richard Branson,"Working with the Department of Health and the NHS, @VirginAtlantic will be operating seven more cargo-only flights… https://t.co/Xj5syOE6QT",16.0,16.4,14.92,15.27,10570000.0,0.08199999999999999,0.087,0.08199999999999999,0.086,4580000,,,,,
2020-04-09,Richard Branson,"RT @virgingalactic: We’re going LIVE today on our YouTube channel with episode 2 of #ScienceWithVirginGalactic. Tune in to learn, how to de…",16.0,16.4,14.92,15.27,10570000.0,0.08199999999999999,0.087,0.08199999999999999,0.086,4580000,,,,,
2020-04-08,,,14.45,15.66,14.11,15.36,12290000.0,0.083,0.084,0.081,0.081,2460000,,,,,
2020-04-07,,,15.73,16.07,13.82,14.07,13970000.0,0.083,0.085,0.081,0.081,2210000,,,,,
2020-04-06,Richard Branson,"RT @Virgin_Orbit: After landing on a simple but robust design for our ventilator, we submitted our application for Emergency Use Authorizat…",13.46,14.49,13.04,14.3,11530000.0,0.084,0.084,0.08,0.08,4280000,,,,,
2020-04-06,Richard Branson,"RT @Virgin_Orbit: On Friday, we presented one of our prototypes to @GavinNewsom and @CA_EMSA, who shared encouraging words but also some ex…",13.46,14.49,13.04,14.3,11530000.0,0.084,0.084,0.08,0.08,4280000,,,,,
2020-04-03,Richard Branson,Extremely proud to see @VirginAtlantic teaming up with our foundation @VirginUnite and the @Virgin Group to fly in… https://t.co/pj7T5F4vCG,12.97,13.5,12.1,12.19,7640000.0,0.083,0.086,0.083,0.084,3440000,,,,,
2020-04-02,,,12.94,13.8,12.4,12.96,8600000.0,0.08800000000000001,0.08900000000000001,0.081,0.086,5150000,,,,,
2020-04-01,Richard Branson,"RT @VirginAustralia: 2020, you’ve fooled all of us, so this #AprilFoolsDay we’re turning our prank into a reality. We’re collecting all the…",13.92,14.43,12.88,13.3,9420000.0,0.099,0.099,0.08900000000000001,0.09,6890000,,,,,
2020-04-01,Richard Branson,"RT @TheElders: We're grateful &amp; humbled to have received the @SkollFoundation Global Treasure Award. As #SkollGoesVirtual, its focus on col…",13.92,14.43,12.88,13.3,9420000.0,0.099,0.099,0.08900000000000001,0.09,6890000,,,,,
2020-04-01,Richard Branson,"RT @virgingalactic: Our engineering teams, in collaboration with industry aerospace engineers, have been working on designs to manufacture…",13.92,14.43,12.88,13.3,9420000.0,0.099,0.099,0.08900000000000001,0.09,6890000,,,,,
2020-04-01,Richard Branson,RT @virgingalactic: We are supporting the purchase of COVID-19 testing machines in New Mexico and California to improve diagnostic times. T…,13.92,14.43,12.88,13.3,9420000.0,0.099,0.099,0.08900000000000001,0.09,6890000,,,,,
2020-04-01,Richard Branson,"RT @virgingalactic: All over the globe, we are seeing the impact of the COVID-19 pandemic. Led by our in-house flight doctors, our team is…",13.92,14.43,12.88,13.3,9420000.0,0.099,0.099,0.08900000000000001,0.09,6890000,,,,,
2020-04-01,Richard Branson,RT @virgingalactic: W are donating PAPRs (Powered Air Purifying Respirators) to local hospitals. These machines offer additional protection…,13.92,14.43,12.88,13.3,9420000.0,0.099,0.099,0.08900000000000001,0.09,6890000,,,,,
2020-03-31,,,14.87,15.96,14.55,14.78,9290000.0,0.086,0.105,0.086,0.095,12530000,,,,,
2020-03-30,Richard Branson,"RT @Virgin_Orbit: With the guidance of medical experts from @UCIrvine
 and @UTAustin, Virgin Orbit has designed a new automated ""bridge"" ve…",15.41,15.75,14.42,14.76,9360000.0,0.076,0.083,0.076,0.08,3680000,,,,,
2020-03-30,Richard Branson,"RT @Virgin_Orbit: Here's a quick message from our CEO Dan Hart and Kevin Zagorski, the lead engineer on this project, showing the first pro…",15.41,15.75,14.42,14.76,9360000.0,0.076,0.083,0.076,0.08,3680000,,,,,
2020-03-27,,,16.3,16.3,15.12,15.38,10920000.0,0.086,0.095,0.07,0.07200000000000001,11430000,,,,,
2020-03-26,,,16.43,18.15,15.75,17.06,18030000.0,0.075,0.086,0.07200000000000001,0.083,9870000,,,,,
2020-03-25,,,17.8,18.35,15.43,16.0,23010000.0,0.07,0.076,0.066,0.071,8960000,,,,,
2020-03-24,,,15.38,17.43,14.67,16.32,31450000.0,0.059000000000000004,0.064,0.051,0.062,14770000,,,,,
2020-03-23,,,11.68,13.3,11.02,12.97,16790000.0,0.064,0.064,0.051,0.055,5900000,,,,,
2020-03-20,,,11.46,14.74,10.99,11.23,21380000.0,0.063,0.065,0.055,0.055,10760000,,,,,
2020-03-19,,,10.08,11.4,9.4,10.49,10850000.0,0.068,0.073,0.057999999999999996,0.057999999999999996,7560000,,,,,
2020-03-18,,,11.52,11.77,9.07,10.56,14360000.0,0.071,0.07200000000000001,0.064,0.067,5760000,,,,,
2020-03-17,,,12.36,13.43,11.19,12.66,12120000.0,0.07,0.07200000000000001,0.059000000000000004,0.063,7200000,,,,,
2020-03-16,,,12.19,13.6,11.72,11.91,10900000.0,0.075,0.076,0.065,0.069,4550000,,,,,
2020-03-13,,,15.52,15.78,13.48,14.69,12040000.0,0.055999999999999994,0.09,0.05,0.079,6680000,,,,,
2020-03-12,Richard Branson,RT @VirginVoyages: An important message from Richard Branson and Tom McAlpin on Scarlet Lady's inaugural season: https://t.co/Q7HInT0Ky4 ht…,13.28,16.09,13.13,13.81,15290000.0,0.069,0.069,0.05,0.06,12700000,,,,,
2020-03-11,Richard Branson,A sneak peek behind the scenes on how @virginhotels are disrupting the hotel industry with incredible design and en… https://t.co/Bdd8lltUPq,17.92,18.26,15.5,16.41,13780000.0,0.08,0.081,0.07200000000000001,0.07200000000000001,4370000,,,,,
2020-03-11,Richard Branson,Exciting to get a copy of our new book Virgin By Design https://t.co/AiMpWyBQsF #VirginFamily https://t.co/F77lHTQrTR,17.92,18.26,15.5,16.41,13780000.0,0.08,0.081,0.07200000000000001,0.07200000000000001,4370000,,,,,
2020-03-11,Richard Branson,Designing a new hotel experience: https://t.co/AiMpWyBQsF @virginhotels #VirginFamily https://t.co/FDQocB3Rwy,17.92,18.26,15.5,16.41,13780000.0,0.08,0.081,0.07200000000000001,0.07200000000000001,4370000,,,,,
2020-03-10,Richard Branson,Congratulations to all the team https://t.co/KPG40qDMJa,20.81,21.12,18.0,18.44,12410000.0,0.078,0.079,0.07,0.075,6470000,,,,,
2020-03-10,Richard Branson,Why I think it’s time for a fresh start in drug policy: https://t.co/2k8vg7Skpl https://t.co/krs2oJdvxO,20.81,21.12,18.0,18.44,12410000.0,0.078,0.079,0.07,0.075,6470000,,,,,
2020-03-10,Richard Branson,Remembering my dad and some of the things he taught me: https://t.co/OkRbHDX8qH https://t.co/9UMuIYBd12,20.81,21.12,18.0,18.44,12410000.0,0.078,0.079,0.07,0.075,6470000,,,,,
2020-03-10,Richard Branson,One of the most resounding lessons I learned from my father was the importance of dreaming https://t.co/OkRbHDX8qH https://t.co/radjZoP13f,20.81,21.12,18.0,18.44,12410000.0,0.078,0.079,0.07,0.075,6470000,,,,,
2020-03-10,Richard Branson,The lessons I learned from my father: https://t.co/OkRbHDX8qH https://t.co/eyCCRT0RMO,20.81,21.12,18.0,18.44,12410000.0,0.078,0.079,0.07,0.075,6470000,,,,,
2020-03-09,Richard Branson,It’s heartening to see the Caribbean is at the forefront of solutions and is leading the clean energy transition… https://t.co/pIpumM4AE3,18.39,20.37,17.0,19.44,13310000.0,0.085,0.08800000000000001,0.075,0.08,6190000,,,,,
2020-03-09,Richard Branson,"“Being globally minded means making the world smaller through shared passions. Although we may be far apart, we all… https://t.co/HobjIwNZCB",18.39,20.37,17.0,19.44,13310000.0,0.085,0.08800000000000001,0.075,0.08,6190000,,,,,
2020-03-09,Richard Branson,@inaherlihy It’s the little things…,18.39,20.37,17.0,19.44,13310000.0,0.085,0.08800000000000001,0.075,0.08,6190000,,,,,
2020-03-09,Richard Branson,@Virgin_Orbit Thanks for being part of the #VirginFamily Kelly,18.39,20.37,17.0,19.44,13310000.0,0.085,0.08800000000000001,0.075,0.08,6190000,,,,,
2020-03-09,Richard Branson,Always great to see how @VirginStartUp help entrepreneurs to scale their businesses: https://t.co/9bJlU6pAou… https://t.co/kb0MxWNHaV,18.39,20.37,17.0,19.44,13310000.0,0.085,0.08800000000000001,0.075,0.08,6190000,,,,,
2020-03-09,Richard Branson,"Watch our partners, the @RockyMtnInst, on CBS 60 minutes talking about how we can build a more resilient Caribbean https://t.co/Y78vHIAHyT",18.39,20.37,17.0,19.44,13310000.0,0.085,0.08800000000000001,0.075,0.08,6190000,,,,,
2020-03-09,Richard Branson,Caribbean islands are providing bold solutions to the #climate crisis. It's great to see a transition to clean ener… https://t.co/UqMU6IxWGf,18.39,20.37,17.0,19.44,13310000.0,0.085,0.08800000000000001,0.075,0.08,6190000,,,,,
2020-03-09,Richard Branson,Congratulations to the Bahamian Prime Minister Dr Hubert Minnis for his work on pursuing renewable energy in… https://t.co/khoxs6zRFc,18.39,20.37,17.0,19.44,13310000.0,0.085,0.08800000000000001,0.075,0.08,6190000,,,,,
2020-03-06,,,22.46,23.28,21.0,21.67,12870000.0,0.105,0.107,0.087,0.087,8750000,,,,,
2020-03-05,,,22.68,24.34,22.03,24.09,14120000.0,0.11,0.115,0.105,0.105,626920,,,,,
2020-03-04,Richard Branson,An interesting read on why a start-up’s social benefit is just as important as its financial outcomes:… https://t.co/kEHq8Tl0F3,25.52,25.75,22.86,23.76,15470000.0,0.11,0.11,0.105,0.11,846000,,,,,
2020-03-03,Richard Branson,"Sensible, evidence-based policies that take inspiration from what has already been tried and tested elsewhere can s… https://t.co/pL3wf3HTQu",26.9,27.45,23.76,24.71,20100000.0,0.1,0.11,0.1,0.105,1420000,,,,,
2020-03-03,Richard Branson,@VirginLimitedEd Well done team – such a beautiful animal.,26.9,27.45,23.76,24.71,20100000.0,0.1,0.11,0.1,0.105,1420000,,,,,
2020-03-03,Richard Branson,@mslater22 Thanks Matthew and well done @VirginHolidays,26.9,27.45,23.76,24.71,20100000.0,0.1,0.11,0.1,0.105,1420000,,,,,
2020-03-03,Richard Branson,The so-called war on drugs has been a costly failure that has achieved nothing to make societies and communities sa… https://t.co/I2rfC67htu,26.9,27.45,23.76,24.71,20100000.0,0.1,0.11,0.1,0.105,1420000,,,,,
2020-03-03,Richard Branson,My thoughts on why it’s time for a fresh start in drug policy https://t.co/2k8vg7Skpl https://t.co/SUr001MqHc,26.9,27.45,23.76,24.71,20100000.0,0.1,0.11,0.1,0.105,1420000,,,,,
2020-03-03,Richard Branson,Virgin by Design is the story of the individuals and teams who make the #VirginFamily what it is:… https://t.co/urtAFTEUKv,26.9,27.45,23.76,24.71,20100000.0,0.1,0.11,0.1,0.105,1420000,,,,,
2020-03-02,Richard Branson,How to get crowdfunding: https://t.co/9bJlU6pAou @VirginStartUp https://t.co/2DQturSKpU,27.44,28.0,25.05,25.98,23600000.0,0.105,0.115,0.09699999999999999,0.09699999999999999,3820000,,,,,
2020-03-02,Richard Branson,Great to read about South Africa's commitment to preserving and protecting the ocean: https://t.co/0zy2hYTxIx… https://t.co/NDdTy2lXDn,27.44,28.0,25.05,25.98,23600000.0,0.105,0.115,0.09699999999999999,0.09699999999999999,3820000,,,,,
2020-03-02,Richard Branson,Wonderful to see @VirginStartUp help entrepreneurs to scale their businesses: https://t.co/9bJlU6pAou #Crowdfunding… https://t.co/SPWZ0EiqyE,27.44,28.0,25.05,25.98,23600000.0,0.105,0.115,0.09699999999999999,0.09699999999999999,3820000,,,,,
2020-03-02,Richard Branson,I’ve shared my thoughts on why I think now is the best time there has ever been to be an entrepreneur starting or g… https://t.co/V5DelpqPmf,27.44,28.0,25.05,25.98,23600000.0,0.105,0.115,0.09699999999999999,0.09699999999999999,3820000,,,,,
2020-02-28,Richard Branson,The most important thing about a business is your people: https://t.co/imrZ5Tw1M3 #VirginFamily https://t.co/9iMqG6i7QY,19.96,25.79,19.25,24.6,35530000.0,0.115,0.12,0.105,0.105,1700000,,,,,
2020-02-28,Richard Branson,Innovation and shaking up industries goes hand in hand: https://t.co/ilpc4udEiQ https://t.co/8AviLa2mOv,19.96,25.79,19.25,24.6,35530000.0,0.115,0.12,0.105,0.105,1700000,,,,,
2020-02-28,Richard Branson,How to turn challenges into opportunities: https://t.co/ilpc4udEiQ https://t.co/s2creF5job,19.96,25.79,19.25,24.6,35530000.0,0.115,0.12,0.105,0.105,1700000,,,,,
2020-02-27,Richard Branson,"A business is nothing more or less than its people, and fittingly Virgin By Design is made by many. At its heart, i… https://t.co/Utf4jAYMAe",23.69,25.0,19.11,21.97,47990000.0,0.13,0.13,0.115,0.115,998150,,,,,
2020-02-27,Richard Branson,Something I’ve been very excited about. Introducing #VirginByDesign - a special look behind the scenes of the cultu… https://t.co/hwhePySCDW,23.69,25.0,19.11,21.97,47990000.0,0.13,0.13,0.115,0.115,998150,,,,,
2020-02-27,Richard Branson,"As we celebrate our 50th birthday, we’ve created a unique book to tell our story, featuring various dreams that hav… https://t.co/qtr4XnGCcb",23.69,25.0,19.11,21.97,47990000.0,0.13,0.13,0.115,0.115,998150,,,,,
